,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CODIGOS INVOLUCRADOS EN PEDIDOS JUNIO NOVIEMBRE,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Código II, Q. según pedidos, Promedio VTA, m3 x unidad, m3 x Inner, m3 x Master, Unidades x Inner, Unidades x Master, Peso [kgrs], Alto [mm], Ancho [mm], Largo [mm],,Es Sensible,Apto VLM
,4416,  100 ,  18 ,  0.0029 ,  0.2900 ,  0.0116 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4417,  20 ,  4 ,  0.0029 ,  0.2633 ,  0.0117 ,  90 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4418,  48 ,  10 ,  0.0029 ,  0.2320 ,  0.0116 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4419,  53 ,  12 ,  0.0024 ,  0.7375 ,  0.0095 ,  310 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4420,  21 ,#N/A,  0.0020 ,  0.5684 ,  0.0078 ,  290 ,  4 ,  4.91 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4421,  821 ,  125 ,  0.0024 ,  0.6240 ,  0.0096 ,  260 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4422,  97 ,  17 ,  0.0024 ,  0.5520 ,  0.0096 ,  230 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4423,  229 ,  33 ,  0.0024 ,  0.4759 ,  0.0095 ,  200 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4424,  33 ,  7 ,  0.0024 ,  0.4045 ,  0.0095 ,  170 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4425,  144 ,  27 ,  0.0024 ,  0.3569 ,  0.0095 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4426,  15 ,  4 ,  0.0024 ,  0.3331 ,  0.0095 ,  140 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4427,  122 ,  19 ,  0.0024 ,  0.3120 ,  0.0096 ,  130 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4428,  12 ,#N/A,  0.0020 ,  0.2352 ,  0.0078 ,  120 ,  4 ,  5.00 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4429,  123 ,  19 ,  0.0024 ,  0.2617 ,  0.0095 ,  110 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4430,  23 ,#N/A,  0.0020 ,  0.1960 ,  0.0078 ,  100 ,  4 ,  5.10 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4431,  82 ,  15 ,  0.0028 ,  0.2487 ,  0.0111 ,  90 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4432,  93 ,  18 ,  0.0024 ,  0.1920 ,  0.0096 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4433,  73 ,  10 ,  0.0024 ,  0.1800 ,  0.0096 ,  75 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4434,  55 ,  11 ,  0.0024 ,  0.1680 ,  0.0096 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4435,  7 ,  3 ,  0.0024 ,  0.1440 ,  0.0096 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4436,  36 ,  8 ,  0.0024 ,  0.1440 ,  0.0096 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4437,  2 ,#N/A,  0.0020 ,  0.0882 ,  0.0078 ,  45 ,  4 ,  4.87 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4438,  5 ,#N/A,  0.0020 ,  0.4312 ,  0.0078 ,  220 ,  4 ,  5.00 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4439,  2 ,  2 ,  0.0024 ,  0.4800 ,  0.0096 ,  200 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4440,  52 ,  9 ,  0.0024 ,  0.4560 ,  0.0096 ,  190 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4441,  21 ,  6 ,  0.0028 ,  0.4421 ,  0.0111 ,  160 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4442,  35 ,  11 ,  0.0028 ,  0.4200 ,  0.0112 ,  150 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4443,  8 ,  4 ,  0.0028 ,  0.3592 ,  0.0111 ,  130 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4444,  47 ,  11 ,  0.0024 ,  0.2640 ,  0.0096 ,  110 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4445,  2 ,#N/A,#N/A,#N/A,#N/A,  100 ,  4 ,  5.00 ,#N/A,#N/A,#N/A,,NO,SI
,4446,  19 ,#N/A,  0.0020 ,  0.1764 ,  0.0078 ,  90 ,  4 ,  4.75 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4447,  9 ,#N/A,#N/A,#N/A,#N/A,  90 ,  4 ,  5.15 ,#N/A,#N/A,#N/A,,NO,SI
,4448,  35 ,  5 ,  0.0024 ,  0.1920 ,  0.0096 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4449,  5 ,  8 ,  0.0024 ,  0.1680 ,  0.0096 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4450,  15 ,  4 ,  0.0024 ,  0.1680 ,  0.0096 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4451,  28 ,  7 ,  0.0024 ,  0.1440 ,  0.0096 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4452,  14 ,  3 ,  0.0024 ,  0.1320 ,  0.0096 ,  55 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4453,  26 ,  2 ,  0.0024 ,  0.1200 ,  0.0096 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4454,  8 ,  2 ,  0.0028 ,  0.1120 ,  0.0112 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4455,  14 ,#N/A,#N/A,#N/A,#N/A,  130 ,  4 ,  4.77 ,#N/A,#N/A,#N/A,,NO,SI
,4456,  2 ,  20 ,  0.0028 ,  0.3316 ,  0.0111 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4457,  36 ,  8 ,  0.0024 ,  0.2880 ,  0.0096 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4458,  27 ,  8 ,  0.0024 ,  0.2379 ,  0.0095 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4459,  55 ,  10 ,  0.0024 ,  0.2160 ,  0.0096 ,  90 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4460,  11 ,  3 ,  0.0024 ,  0.1920 ,  0.0096 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4461,  59 ,  12 ,  0.0028 ,  0.2072 ,  0.0111 ,  75 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4462,  8 ,  3 ,  0.0028 ,  0.1934 ,  0.0111 ,  70 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4463,  12 ,  5 ,  0.0024 ,  0.1440 ,  0.0096 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4464,  5 ,#N/A,#N/A,#N/A,#N/A,  60 ,  4 ,  5.03 ,#N/A,#N/A,#N/A,,NO,SI
,4465,  41 ,#N/A,  0.0020 ,  0.1078 ,  0.0078 ,  55 ,  4 ,  5.00 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4466,  5 ,#N/A,#N/A,#N/A,#N/A,  50 ,  4 ,  4.82 ,#N/A,#N/A,#N/A,,NO,SI
,4467,  7 ,#N/A,  0.0020 ,  0.0980 ,  0.0078 ,  50 ,  4 ,  4.95 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4468,  28 ,  6 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4469,  6 ,  4 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4470,  12 ,  5 ,  0.0024 ,  0.0840 ,  0.0096 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4471,  4 ,  3 ,  0.0024 ,  0.0840 ,  0.0096 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4472,  14 ,  2 ,  0.0024 ,  0.0720 ,  0.0096 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4473,  205 ,  82 ,  0.0028 ,  0.1680 ,  0.0112 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4474,  21 ,  5 ,  0.0024 ,  0.1320 ,  0.0096 ,  55 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4475,  61 ,  18 ,  0.0028 ,  0.1400 ,  0.0112 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4476,  15 ,  4 ,  0.0024 ,  0.1071 ,  0.0095 ,  45 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4477,  69 ,  18 ,  0.0024 ,  0.0952 ,  0.0095 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4478,  8 ,#N/A,  0.0020 ,  0.0784 ,  0.0078 ,  40 ,  4 ,  5.08 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4479,  87 ,  26 ,  0.0028 ,  0.0980 ,  0.0112 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4480,  30 ,#N/A,  0.0020 ,  0.0686 ,  0.0078 ,  35 ,  4 ,  5.49 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4481,  31 ,  9 ,  0.0028 ,  0.0829 ,  0.0111 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4482,  307 ,  41 ,  0.0028 ,  0.0829 ,  0.0111 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4483,  118 ,  19 ,  0.0028 ,  0.0691 ,  0.0111 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4484,  36 ,  15 ,  0.0028 ,  0.0691 ,  0.0111 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4485,  12 ,#N/A,  0.0020 ,  0.0392 ,  0.0078 ,  20 ,  4 ,  4.42 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4486,  39 ,  5 ,  0.0028 ,  0.0560 ,  0.0112 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4487,  30 ,  4 ,  0.0028 ,  0.0560 ,  0.0112 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4488,  20 ,#N/A,  0.0022 ,  0.0336 ,  0.0090 ,  15 ,  4 ,  4.91 ,  78.00 ,  120.00 ,  240.00 ,,NO,SI
,4489,  49 ,  9 ,  0.0028 ,  0.1243 ,  0.0111 ,  45 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4490,  3 ,  21 ,  0.0028 ,  0.1120 ,  0.0112 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4491,  30 ,  5 ,  0.0028 ,  0.0980 ,  0.0112 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4492,  4 ,#N/A,  0.0022 ,  0.0784 ,  0.0090 ,  35 ,  4 ,  6.13 ,  78.00 ,  120.00 ,  240.00 ,,NO,SI
,4493,  22 ,  7 ,  0.0028 ,  0.0829 ,  0.0111 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4495,  40 ,  7 ,  0.0024 ,  0.0600 ,  0.0096 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4496,  11 ,  3 ,  0.0024 ,  0.0600 ,  0.0096 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4497,  39 ,  7 ,  0.0028 ,  0.0700 ,  0.0112 ,  25 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4498,  45 ,  9 ,  0.0028 ,  0.0560 ,  0.0112 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4499,  35 ,  5 ,  0.0028 ,  0.0560 ,  0.0112 ,  20 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4500,  48 ,  3 ,  0.0028 ,  0.0420 ,  0.0112 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4501,  10 ,  2 ,  0.0024 ,  0.0360 ,  0.0096 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4502,  10 ,  2 ,  0.0028 ,  0.0420 ,  0.0112 ,  15 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4503,  16 ,  5 ,  0.0028 ,  0.0280 ,  0.0112 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4504,  4 ,  2 ,  0.0024 ,  0.0238 ,  0.0095 ,  10 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4505,  142 ,  28 ,  0.0018 ,  0.2717 ,  0.0145 ,  150 ,  8 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4506,  209 ,  39 ,  0.0029 ,  0.4350 ,  0.0145 ,  150 ,  5 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4507,  272 ,  61 ,  0.0024 ,  0.2420 ,  0.0145 ,  100 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4508,  301 ,  47 ,  0.0024 ,  0.2420 ,  0.0145 ,  100 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4509,"  1,190 ",  221 ,  0.0018 ,  0.0906 ,  0.0145 ,  50 ,  8 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4510,  505 ,  103 ,  0.0018 ,  0.0906 ,  0.0145 ,  50 ,  8 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4511,  407 ,  94 ,  0.0035 ,  0.1734 ,  0.0208 ,  50 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4512,  683 ,  89 ,  0.0024 ,  0.1210 ,  0.0145 ,  50 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4513,"  1,327 ",  219 ,  0.0043 ,  0.2129 ,  0.0255 ,  50 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4514,"  1,421 ",  287 ,  0.0024 ,  0.0608 ,  0.0195 ,  25 ,  8 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4515,  523 ,  72 ,  0.0037 ,  0.0731 ,  0.0219 ,  20 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4516,  6 ,#N/A,  0.0020 ,  0.2548 ,  0.0078 ,  130 ,  4 ,  4.47 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4517,  1 ,  2 ,  0.0024 ,  0.2880 ,  0.0096 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4518,  249 ,  51 ,  0.0028 ,  0.3316 ,  0.0111 ,  120 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4519,  140 ,  27 ,  0.0024 ,  0.2379 ,  0.0095 ,  100 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4520,  211 ,  38 ,  0.0024 ,  0.2160 ,  0.0096 ,  90 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4521,  11 ,  4 ,  0.0024 ,  0.1920 ,  0.0096 ,  80 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4522,  86 ,  22 ,  0.0024 ,  0.1800 ,  0.0096 ,  75 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4523,  17 ,#N/A,  0.0020 ,  0.1372 ,  0.0078 ,  70 ,  4 ,  2.91 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4524,  116 ,  16 ,  0.0024 ,  0.1428 ,  0.0095 ,  60 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4525,  8 ,#N/A,  0.0020 ,  0.1176 ,  0.0078 ,  60 ,  4 ,  4.93 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4526,  51 ,  10 ,  0.0024 ,  0.1320 ,  0.0096 ,  55 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4527,  6 ,#N/A,  0.0020 ,  0.0980 ,  0.0078 ,  50 ,  4 ,  4.65 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4528,  15 ,  4 ,  0.0024 ,  0.1200 ,  0.0096 ,  50 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4529,  327 ,  23 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4530,  61 ,  5 ,  0.0024 ,  0.0960 ,  0.0096 ,  40 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4531,  25 ,  16 ,  0.0028 ,  0.0967 ,  0.0111 ,  35 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4532,  20 ,#N/A,  0.0020 ,  0.0686 ,  0.0078 ,  35 ,  4 ,  4.97 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4533,  10 ,  6 ,  0.0024 ,  0.0714 ,  0.0095 ,  30 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4534,  21 ,#N/A,  0.0020 ,  0.0490 ,  0.0078 ,  25 ,  4 ,  4.75 ,  70.00 ,  110.00 ,  255.00 ,,NO,SI
,4535,  81 ,  15 ,  0.0006 ,  1.1560 ,  0.0139 ,"  2,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4536,  102 ,  14 ,  0.0006 ,  0.6000 ,  0.0144 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4537,  150 ,#N/A,#N/A,#N/A,#N/A,"  1,000 ",  24 ,  0.35 ,#N/A,#N/A,#N/A,,NO,SI
,4538,  98 ,  12 ,  0.0006 ,  0.6000 ,  0.0144 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4539,  390 ,  62 ,  0.0007 ,  0.6830 ,  0.0164 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4540,  435 ,  86 ,  0.0006 ,  0.6000 ,  0.0144 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4541,  519 ,  80 ,  0.0006 ,  0.6000 ,  0.0144 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4542,  234 ,  34 ,  0.0008 ,  0.7970 ,  0.0191 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4543,  154 ,  26 ,  0.0006 ,  0.6000 ,  0.0144 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4544,  180 ,  21 ,  0.0012 ,  1.1520 ,  0.0138 ,"  1,000 ",  12 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4545,  431 ,  72 ,  0.0006 ,  0.6000 ,  0.0144 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4546,"  3,676 ",  462 ,  0.0006 ,  0.5781 ,  0.0139 ,"  1,000 ",  24 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4547,  393 ,  65 ,  0.0010 ,  1.0000 ,  0.0160 ,"  1,000 ",  16 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4548,  405 ,  58 ,  0.0010 ,  1.0406 ,  0.0167 ,"  1,000 ",  16 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4549,  873 ,  136 ,  0.0014 ,  1.4000 ,  0.0140 ,"  1,000 ",  10 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4550,  553 ,  92 ,  0.0021 ,  2.0625 ,  0.0083 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4551,  572 ,  97 ,  0.0021 ,  2.0625 ,  0.0083 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4552,  583 ,  62 ,  0.0028 ,  2.7750 ,  0.0167 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4553,"  1,046 ",  123 ,  0.0028 ,  2.8000 ,  0.0168 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4554,"  1,019 ",  114 ,  0.0010 ,  1.0406 ,  0.0166 ,"  1,000 ",  16 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4555,  575 ,  118 ,  0.0010 ,  1.0000 ,  0.0160 ,"  1,000 ",  16 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4556,  517 ,  82 ,  0.0014 ,  1.3875 ,  0.0139 ,"  1,000 ",  10 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4557,"  1,542 ",  173 ,  0.0021 ,  2.0630 ,  0.0083 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4558,"  1,229 ",  196 ,  0.0021 ,  2.0630 ,  0.0083 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4559,"  1,222 ",  160 ,  0.0028 ,  2.7750 ,  0.0167 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4560,  578 ,  74 ,  0.0028 ,  2.7750 ,  0.0167 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4561,"  1,235 ",  152 ,  0.0028 ,  2.8000 ,  0.0168 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4562,  351 ,  49 ,  0.0028 ,  2.8000 ,  0.0168 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4563,  2 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NO,SI
,5386,  178 ,  -   ,  0.0024 ,  1.4640 ,  0.0146 ,  600 ,  6 ,  1.85 ,  120.00 ,  120.00 ,  170.00 ,,NO,SI
,4564,  207 ,  28 ,  0.0010 ,  1.0000 ,  0.0160 ,"  1,000 ",  16 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4565,  119 ,  28 ,  0.0014 ,  1.4000 ,  0.0140 ,"  1,000 ",  10 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4566,  159 ,  32 ,  0.0023 ,  2.2500 ,  0.0225 ,"  1,000 ",  10 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4567,  231 ,  38 ,  0.0021 ,  2.0625 ,  0.0083 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4568,  451 ,  88 ,  0.0021 ,  2.1000 ,  0.0084 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4569,  542 ,  87 ,  0.0028 ,  2.7750 ,  0.0167 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4570,  444 ,  84 ,  0.0028 ,  2.7750 ,  0.0167 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4571,  881 ,  117 ,  0.0028 ,  2.8000 ,  0.0168 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4572,  612 ,  54 ,  0.0028 ,  1.6800 ,  0.0168 ,  600 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4573,  220 ,#N/A,  0.0024 ,  1.2200 ,  0.0146 ,  500 ,  6 ,  1.99 ,  120.00 ,  120.00 ,  170.00 ,,NO,SI
,4574,  234 ,  46 ,  0.0021 ,  2.0625 ,  0.0083 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4575,"  5,133 ",  36 ,  0.0021 ,  2.1000 ,  0.0084 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4576,  187 ,#N/A,  0.0024 ,  2.4400 ,  0.0146 ,"  1,000 ",  6 ,  2.66 ,  120.00 ,  120.00 ,  170.00 ,,NO,SI
,4577,  710 ,  105 ,  0.0028 ,  2.7750 ,  0.0167 ,"  1,000 ",  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4578,"  1,644 ",  232 ,  0.0030 ,  3.0000 ,  0.0120 ,"  1,000 ",  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4579,"  3,015 ",  452 ,  0.0021 ,  1.0313 ,  0.0083 ,  500 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4580,"  1,049 ",  152 ,  0.0028 ,  1.4000 ,  0.0168 ,  500 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4581,  925 ,  146 ,  0.0028 ,  1.4000 ,  0.0168 ,  500 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4582,  572 ,  96 ,  0.0028 ,  1.4000 ,  0.0168 ,  500 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4583,  278 ,#N/A,  0.0024 ,  1.2200 ,  0.0146 ,  500 ,  6 ,  3.12 ,  120.00 ,  120.00 ,  170.00 ,,NO,SI
,4584,  514 ,  -   ,  0.0021 ,  0.5156 ,  0.0083 ,  250 ,  4 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4585,  112 ,#N/A,  0.0017 ,  0.4290 ,  0.0069 ,  250 ,  4 ,  1.84 ,  110.00 ,  120.00 ,  130.00 ,,NO,SI
,4586,  160 ,  -   ,  0.0028 ,  0.7000 ,  0.0168 ,  250 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4587,  59 ,#N/A,  0.0024 ,  2.4400 ,  0.0146 ,"  1,000 ",  6 ,  3.03 ,  120.00 ,  120.00 ,  170.00 ,,NO,SI
,4588,  63 ,  -   ,  0.0028 ,  2.4975 ,  0.0167 ,  900 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4589,  200 ,  -   ,  0.0028 ,  2.2400 ,  0.0168 ,  800 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4590,  205 ,#N/A,  0.0024 ,  1.7080 ,  0.0146 ,  700 ,  6 ,  3.09 ,  120.00 ,  120.00 ,  170.00 ,,NO,SI
,4591,  88 ,#N/A,  0.0024 ,  1.4640 ,  0.0146 ,  600 ,  6 ,  3.13 ,  120.00 ,  120.00 ,  170.00 ,,NO,SI
,4592,  566 ,  89 ,  0.0028 ,  1.3875 ,  0.0167 ,  500 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4593,  668 ,  89 ,  0.0028 ,  1.4000 ,  0.0168 ,  500 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
,4594,  386 ,  70 ,  0.0028 ,  1.2600 ,  0.0168 ,  450 ,  6 ,#N/A,#N/A,#N/A,#N/A,,NO,SI
